0,1.00,1.70
1,1.00,1.35
2,1.45,1.00
3,1.70,1.00
4,1.35,1.00
5,1.00,1.45
6,1.00,1.70
7,1.00,1.35
8,1.45,1.00
9,1.70,1.00
10,1.35,1.00
11,1.00,1.45
